30.7895 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F16AD31190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F16AD31130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001F16AD25EB0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001F170DC1490>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
30.7898 	EXP 	window1: mouseVisible = True
30.7898 	EXP 	window1: backgroundImage = ''
30.7899 	EXP 	window1: backgroundFit = 'none'
30.7901 	EXP 	window1: mouseVisible = False
30.7902 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
30.7902 	EXP 	window1: recordFrameIntervals = False
30.9529 	EXP 	window1: recordFrameIntervals = True
31.1367 	EXP 	Screen (0) actual frame rate measured at 59.99Hz
31.1368 	EXP 	window1: recordFrameIntervals = False
33.8767 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
